CustomerID_Normalized,Orders,Revenue,FirstOrderDate,LastOrderDate,AOV,PurchaseFrequencyPerMonth,RepeatCustomer,CohortMonth,AcquisitionChannel,CustomerTier,ProjectedLTV,ModeledReturnRiskPct,Region
CUST-1474,8,920.71,2022-01-08,2023-07-12,115.08875,0.4413793103448276,True,2022-01,Paid Social,Bronze,408.41,0.0,West
CUST-1475,7,783.9,2022-03-27,2023-10-30,111.98571428571428,0.36500857632933104,True,2022-03,Search,Bronze,727.99,0.0,West
CUST-1476,11,1358.72,2022-05-26,2023-11-28,123.52,0.6057971014492753,True,2022-05,Paid Social,Bronze,748.47,9.0,South
CUST-1477,7,953.45,2022-12-30,2023-07-16,136.20714285714286,1.0693467336683415,True,2022-12,Influencer,Gold,866.11,14.0,North
CUST-1478,8,1080.69,2022-06-08,2023-11-25,135.08625,0.4537313432835821,True,2022-06,Organic,Bronze,1300.97,0.0,East
CUST-1479,10,1223.08,2022-12-02,2023-12-02,122.30799999999999,0.8306010928961748,True,2022-12,Paid Social,Silver,956.84,0.0,East
CUST-1480,9,1275.16,2022-02-23,2023-12-09,141.68444444444447,0.41770992366412213,True,2022-02,Paid Social,Silver,1683.15,0.0,South
CUST-1481,13,1956.44,2022-01-08,2023-11-09,150.4953846153846,0.5889716840536512,True,2022-01,Paid Social,Bronze,1236.23,8.0,West
CUST-1482,8,1157.52,2022-02-26,2023-12-17,144.69,0.36848484848484847,True,2022-02,Search,Bronze,718.35,0.0,North
CUST-1483,12,1347.39,2022-09-18,2023-11-01,112.28250000000001,0.8897560975609755,True,2022-09,Organic,Bronze,749.01,0.0,South
CUST-1484,14,1344.59,2022-01-09,2023-11-20,96.04214285714285,0.6249632892804698,True,2022-01,Paid Social,Bronze,1195.34,0.0,North
CUST-1485,8,858.95,2022-05-31,2023-12-01,107.36875,0.4421818181818181,True,2022-05,Organic,Silver,999.78,0.0,South
CUST-1486,12,1765.58,2022-02-25,2023-10-14,147.13166666666666,0.6110552763819095,True,2022-02,Organic,Bronze,752.15,8.0,West
CUST-1487,6,493.61,2022-02-09,2023-12-07,82.26833333333333,0.2734632683658171,True,2022-02,Organic,Bronze,693.46,0.0,South
CUST-1488,12,1041.97,2022-01-02,2023-12-08,86.83083333333333,0.51671388101983,True,2022-01,Search,Bronze,1360.7,8.0,East
CUST-1489,8,791.4200000000001,2022-06-02,2023-11-07,98.92750000000001,0.46412213740458014,True,2022-06,Paid Social,Bronze,598.41,0.0,East
CUST-1490,10,930.11,2022-01-11,2023-10-11,93.011,0.4757433489827856,True,2022-01,Influencer,Bronze,376.27,30.0,East
CUST-1491,7,1186.8,2022-09-06,2023-12-16,169.54285714285714,0.45567451820128474,True,2022-09,Influencer,Silver,638.33,29.0,East
CUST-1492,8,809.0699999999999,2022-02-20,2023-12-08,101.13374999999999,0.37016742770167427,True,2022-02,Paid Social,Bronze,386.44,12.0,South
CUST-1493,12,1622.8400000000001,2022-05-10,2023-11-13,135.23666666666668,0.6596745027124773,True,2022-05,Paid Social,Bronze,1748.07,0.0,East
CUST-1494,9,935.5899999999999,2022-04-10,2023-12-10,103.95444444444443,0.44852459016393437,True,2022-04,Paid Social,Bronze,742.92,0.0,North
CUST-1495,11,1253.79,2022-04-16,2023-10-10,113.9809090909091,0.6158379373848987,True,2022-04,Paid Social,Bronze,1339.36,0.0,East
CUST-1496,10,1039.9,2022-04-13,2023-12-06,103.99000000000001,0.5041459369817578,True,2022-04,Paid Social,Silver,629.94,0.0,South
CUST-1497,8,921.01,2022-01-27,2023-12-14,115.12625,0.35400291120815136,True,2022-01,Paid Social,Gold,460.94,0.0,North
CUST-1498,10,567.5799999999999,2023-05-06,2023-12-21,56.757999999999996,1.3217391304347825,True,2023-05,Organic,Bronze,736.51,0.0,East
CUST-1499,11,1202.3,2022-02-05,2023-12-13,109.3,0.493943870014771,True,2022-02,Influencer,Gold,788.14,18.0,East
CUST-1500,7,796.08,2022-03-17,2023-12-15,113.72571428571429,0.3330203442879499,True,2022-03,Paid Social,Bronze,1090.61,0.0,West
CUST-1501,4,808.42,2022-03-22,2023-09-12,202.105,0.22518518518518518,True,2022-03,Paid Social,Bronze,803.58,0.0,West
CUST-1502,10,1528.8999999999999,2022-01-14,2023-10-24,152.89,0.4684129429892142,True,2022-01,Search,Gold,1213.13,0.0,South
CUST-1503,13,1488.95,2022-01-31,2023-09-29,114.53461538461539,0.6510708401976935,True,2022-01,Search,Bronze,754.44,0.0,East
CUST-1504,9,811.94,2022-05-31,2023-08-06,90.21555555555557,0.6318706697459584,True,2022-05,Search,Silver,967.59,0.0,South
CUST-1505,10,1584.58,2022-06-06,2023-11-19,158.458,0.5714285714285714,True,2022-06,Search,Bronze,2071.21,0.0,East
CUST-1506,11,1190.54,2022-01-29,2023-12-17,108.2309090909091,0.48604651162790696,True,2022-01,Organic,Silver,546.67,9.0,North
CUST-1507,15,2472.86,2022-01-25,2023-10-24,164.85733333333334,0.7147335423197493,True,2022-01,Paid Social,Bronze,1994.74,0.0,East
CUST-1508,12,1483.3,2022-01-10,2023-11-21,123.60833333333333,0.5356828193832599,True,2022-01,Paid Social,Silver,1093.56,0.0,East
CUST-1509,11,1120.52,2022-08-07,2023-12-09,101.86545454545454,0.6824489795918367,True,2022-08,Organic,Bronze,815.95,18.0,South
CUST-1510,13,1696.76,2022-03-08,2023-12-08,130.52,0.6165366614664586,True,2022-03,Search,Bronze,1940.77,0.0,West
CUST-1511,5,476.03,2022-05-25,2023-12-08,95.20599999999999,0.2699822380106572,True,2022-05,Influencer,Bronze,318.57,20.0,North
CUST-1512,12,1054.51,2022-01-31,2023-08-05,87.87583333333333,0.6608695652173913,True,2022-01,Paid Social,Bronze,769.45,8.0,North
CUST-1513,10,900.26,2022-01-18,2023-09-25,90.026,0.4935064935064935,True,2022-01,Paid Social,Bronze,791.7,0.0,South
CUST-1514,10,1271.89,2022-10-28,2023-11-18,127.18900000000001,0.7855297157622738,True,2022-10,Organic,Bronze,1078.39,0.0,East
CUST-1515,8,1145.5,2022-08-24,2023-10-31,143.1875,0.56036866359447,True,2022-08,Organic,Silver,1424.26,0.0,South
CUST-1516,16,2278.41,2022-01-04,2023-12-18,142.400625,0.6812324929971989,True,2022-01,Search,Bronze,1199.93,6.0,North
CUST-1517,8,762.38,2022-07-03,2023-12-05,95.2975,0.46679462571976965,True,2022-07,Influencer,Bronze,461.04,12.0,East
CUST-1518,9,976.6800000000001,2022-03-31,2023-12-18,108.52000000000001,0.43566878980891716,True,2022-03,Organic,Bronze,1198.94,0.0,West
CUST-1519,13,1215.62,2022-03-24,2023-11-02,93.50923076923075,0.6709677419354839,True,2022-03,Organic,Bronze,1685.11,0.0,East
CUST-1520,7,1164.19,2022-03-20,2023-11-08,166.31285714285715,0.3552587646076794,True,2022-03,Paid Social,Bronze,1289.95,14.0,East
CUST-1521,9,1095.27,2022-03-14,2023-11-21,121.69666666666666,0.4427184466019417,True,2022-03,Influencer,Silver,400.46,22.0,East
CUST-1522,13,1495.95,2022-07-03,2023-11-28,115.07307692307693,0.7688715953307392,True,2022-07,Organic,Bronze,978.38,0.0,South
CUST-1523,7,776.9300000000001,2022-03-14,2023-10-18,110.99000000000001,0.36438356164383556,True,2022-03,Search,Bronze,452.94,0.0,East
CUST-1524,11,1319.51,2022-02-05,2023-10-20,119.95545454545454,0.5367576243980738,True,2022-02,Paid Social,Gold,1243.41,9.0,South
CUST-1525,7,911.88,2022-04-16,2023-09-01,130.26857142857142,0.42222222222222217,True,2022-04,Paid Social,Bronze,654.0,0.0,South
CUST-1526,6,850.3199999999999,2022-02-14,2023-08-19,141.72,0.33043478260869563,True,2022-02,Paid Social,Silver,656.22,0.0,East
CUST-1527,11,1325.09,2022-02-19,2023-12-06,120.46272727272726,0.5097560975609755,True,2022-02,Organic,Bronze,1657.24,0.0,North
CUST-1528,7,865.85,2022-10-24,2023-11-14,123.69285714285715,0.5498708010335916,True,2022-10,Organic,Bronze,721.18,0.0,North
CUST-1529,13,1843.5,2022-02-02,2023-12-10,141.80769230769232,0.583751846381093,True,2022-02,Paid Social,Silver,712.75,8.0,North
CUST-1530,11,1408.76,2022-06-06,2023-09-22,128.0690909090909,0.7054852320675105,True,2022-06,Paid Social,Bronze,815.51,9.0,North
CUST-1531,13,1514.29,2022-01-02,2023-12-07,116.48384615384614,0.5605673758865248,True,2022-01,Search,Gold,1480.78,8.0,East
CUST-1532,6,535.23,2022-06-28,2023-11-03,89.205,0.36923076923076925,True,2022-06,Organic,Bronze,389.19,0.0,North
CUST-1533,9,1152.8,2023-02-24,2023-09-13,128.08888888888887,1.3544554455445543,True,2023-02,Organic,Bronze,611.18,0.0,East
CUST-1534,12,1359.45,2022-01-13,2023-10-21,113.28750000000001,0.5638330757341576,True,2022-01,Organic,Bronze,1090.46,8.0,North
CUST-1535,10,1069.1,2022-01-26,2023-12-19,106.91,0.43867243867243866,True,2022-01,Paid Social,Gold,1046.23,0.0,North
CUST-1536,9,1566.16,2022-05-03,2023-09-05,174.01777777777778,0.5572301425661914,True,2022-05,Paid Social,Bronze,1749.01,11.0,East
CUST-1537,12,1222.24,2022-05-12,2023-12-14,101.85333333333334,0.6268041237113402,True,2022-05,Paid Social,Bronze,598.93,17.0,South
CUST-1538,7,767.91,2022-08-05,2023-11-04,109.70142857142856,0.4656455142231947,True,2022-08,Organic,Bronze,517.14,0.0,North
CUST-1539,7,1004.87,2022-03-17,2023-03-22,143.55285714285714,0.5735849056603773,True,2022-03,Organic,Silver,832.8,0.0,North
CUST-1540,12,1560.8,2022-02-13,2023-12-05,130.06666666666666,0.5518910741301059,True,2022-02,Search,Bronze,668.73,8.0,South
CUST-1541,8,1056.42,2022-06-08,2023-11-07,132.0525,0.4694980694980695,True,2022-06,Organic,Silver,997.24,0.0,East
CUST-1542,5,381.36,2022-01-12,2023-09-13,76.272,0.24918032786885244,True,2022-01,Paid Social,Bronze,380.77,0.0,North
CUST-1543,9,1586.68,2022-05-10,2023-11-18,176.29777777777778,0.4903225806451613,True,2022-05,Search,Silver,1880.31,11.0,South
CUST-1544,13,1692.26,2022-03-10,2023-12-05,130.17384615384614,0.6213836477987421,True,2022-03,Organic,Silver,1051.02,8.0,East
CUST-1545,6,846.97,2022-04-11,2023-12-18,141.16166666666666,0.29562398703403564,True,2022-04,Organic,Bronze,602.76,0.0,North
CUST-1546,6,900.48,2022-03-25,2023-11-30,150.08,0.2961038961038961,True,2022-03,Organic,Bronze,995.08,0.0,South
CUST-1547,5,517.08,2022-11-23,2023-08-17,103.41600000000001,0.5671641791044776,True,2022-11,Search,Silver,476.14,0.0,East
CUST-1548,7,748.1500000000001,2022-09-08,2023-09-11,106.87857142857145,0.5766937669376694,True,2022-09,Organic,Bronze,535.58,0.0,West
CUST-1549,7,639.13,2022-05-02,2023-08-26,91.30428571428571,0.44149377593360994,True,2022-05,Organic,Bronze,552.48,0.0,East
CUST-1550,8,802.07,2022-02-15,2023-12-03,100.25875,0.37016742770167427,True,2022-02,Search,Silver,554.89,0.0,North
CUST-1551,8,1180.68,2022-09-28,2023-11-20,147.585,0.5804295942720763,True,2022-09,Organic,Silver,876.32,0.0,West
CUST-1552,4,228.29000000000002,2023-01-03,2023-11-03,57.072500000000005,0.3986885245901639,True,2023-01,Organic,Bronze,314.85,0.0,North
CUST-1553,11,1076.9,2022-02-02,2023-11-02,97.9,0.5233176838810641,True,2022-02,Paid Social,Silver,748.81,0.0,East
CUST-1554,4,782.75,2022-02-28,2023-11-24,195.6875,0.191496062992126,True,2022-02,Organic,Bronze,595.04,0.0,West
CUST-1555,10,984.02,2022-08-05,2023-12-15,98.402,0.6104417670682731,True,2022-08,Paid Social,Gold,1072.81,0.0,South
CUST-1556,16,2348.2,2022-03-08,2023-12-19,146.7625,0.7460122699386502,True,2022-03,Search,Bronze,3137.57,6.0,East
CUST-1557,16,2155.29,2022-07-13,2023-12-18,134.705625,0.9282442748091603,True,2022-07,Paid Social,Gold,1752.1,6.0,East
CUST-1558,10,1255.39,2022-04-28,2023-11-13,125.53900000000002,0.5380530973451326,True,2022-04,Paid Social,Bronze,1057.77,0.0,East
CUST-1559,16,1744.42,2022-03-05,2023-11-16,109.02625,0.7819935691318327,True,2022-03,Paid Social,Gold,2138.18,6.0,West
CUST-1560,8,874.11,2022-03-06,2023-11-15,109.26375,0.39225806451612905,True,2022-03,Paid Social,Bronze,644.02,0.0,West
CUST-1561,10,1350.92,2022-02-15,2023-09-22,135.092,0.5196581196581197,True,2022-02,Organic,Bronze,781.25,0.0,North
CUST-1562,16,1656.41,2022-01-04,2023-12-06,103.525625,0.6928774928774928,True,2022-01,Paid Social,Bronze,1642.93,6.0,East
CUST-1563,8,1273.47,2022-02-16,2023-11-19,159.18375,0.37881619937694705,True,2022-02,Organic,Silver,1167.84,12.0,East
CUST-1564,13,2012.02,2022-10-24,2023-11-11,154.77076923076922,1.0291666666666666,True,2022-10,Influencer,Bronze,1640.2,8.0,North
CUST-1565,8,1072.47,2022-09-23,2023-10-19,134.05875,0.6204081632653061,True,2022-09,Paid Social,Bronze,592.81,12.0,West
CUST-1566,7,915.27,2023-01-29,2023-10-19,130.75285714285715,0.806060606060606,True,2023-01,Search,Silver,848.14,0.0,North
CUST-1567,7,576.89,2022-12-10,2023-12-07,82.41285714285713,0.5862258953168044,True,2022-12,Search,Bronze,483.89,0.0,East
CUST-1568,8,995.08,2023-01-10,2023-11-23,124.385,0.7647798742138364,True,2023-01,Paid Social,Bronze,547.95,12.0,West
CUST-1569,13,1256.52,2022-01-23,2023-12-14,96.65538461538462,0.5719247467438495,True,2022-01,Organic,Bronze,1487.97,0.0,West
CUST-1570,18,2419.58,2022-02-24,2023-12-06,134.42111111111112,0.840552995391705,True,2022-02,Organic,Silver,2203.17,17.0,East
CUST-1571,11,1227.44,2022-07-27,2023-11-20,111.58545454545455,0.6937759336099585,True,2022-07,Paid Social,Bronze,833.12,0.0,East
CUST-1572,15,1926.58,2022-05-23,2023-12-07,128.43866666666665,0.8085106382978723,True,2022-05,Paid Social,Bronze,883.57,7.0,East
CUST-1573,10,916.96,2022-10-14,2023-12-06,91.696,0.7255369928400954,True,2022-10,Paid Social,Silver,873.74,10.0,East
CUST-1574,10,1155.29,2022-06-06,2023-12-10,115.529,0.5497287522603977,True,2022-06,Paid Social,Bronze,1387.73,0.0,South
CUST-1575,12,984.81,2022-03-31,2023-12-18,82.0675,0.5808917197452229,True,2022-03,Paid Social,Bronze,525.61,0.0,South
CUST-1576,9,861.29,2022-02-14,2023-08-30,95.69888888888889,0.4859680284191829,True,2022-02,Influencer,Bronze,518.78,11.0,West
CUST-1577,6,444.55,2022-02-24,2023-11-14,74.09166666666667,0.2899841017488076,True,2022-02,Organic,Bronze,549.62,0.0,South
CUST-1578,9,862.69,2022-03-18,2023-10-20,95.85444444444445,0.47010309278350515,True,2022-03,Influencer,Gold,420.89,33.0,North
CUST-1579,6,647.47,2023-01-22,2023-12-13,107.91166666666668,0.5595092024539877,True,2023-01,Organic,Bronze,463.55,0.0,East
CUST-1580,8,704.26,2022-04-09,2023-10-09,88.0325,0.44298724954462654,True,2022-04,Search,Silver,657.01,0.0,South
CUST-1581,9,983.51,2023-01-02,2023-11-26,109.27888888888889,0.8316109422492401,True,2023-01,Paid Social,Bronze,772.29,0.0,West
CUST-1582,4,640.5699999999999,2022-09-27,2023-10-12,160.14249999999998,0.31916010498687664,True,2022-09,Organic,Silver,631.16,0.0,South
CUST-1583,12,1122.52,2022-04-06,2023-12-16,93.54333333333334,0.5883870967741935,True,2022-04,Organic,Silver,785.89,0.0,East
CUST-1584,10,890.58,2022-04-30,2023-12-10,89.058,0.5152542372881356,True,2022-04,Organic,Gold,680.5,20.0,South
CUST-1585,11,1503.33,2022-04-06,2023-12-05,136.66636363636363,0.5490968801313628,True,2022-04,Paid Social,Gold,1153.98,0.0,West
CUST-1586,10,1445.9,2022-06-12,2023-10-30,144.59,0.6007905138339921,True,2022-06,Paid Social,Bronze,1265.98,10.0,South
CUST-1587,7,728.36,2022-03-23,2023-08-06,104.05142857142857,0.4239043824701195,True,2022-03,Paid Social,Bronze,488.84,0.0,North
CUST-1588,14,1715.82,2022-10-12,2023-11-23,122.55857142857143,1.0431372549019606,True,2022-10,Search,Bronze,1588.19,0.0,East
CUST-1589,10,1268.01,2022-07-16,2023-09-30,126.801,0.6877828054298643,True,2022-07,Paid Social,Gold,1605.9,0.0,East
CUST-1590,11,1555.18,2022-05-17,2023-09-01,141.38,0.7069767441860465,True,2022-05,Search,Bronze,1700.4,0.0,East
CUST-1591,8,730.88,2022-03-15,2023-09-06,91.36,0.4495378927911275,True,2022-03,Search,Bronze,843.01,12.0,North
CUST-1592,8,1342.57,2022-04-17,2023-11-12,167.82125,0.4229565217391304,True,2022-04,Search,Silver,1215.47,0.0,South
CUST-1593,4,518.62,2022-09-29,2023-11-25,129.655,0.2874704491725768,True,2022-09,Organic,Silver,558.8,0.0,East
CUST-1594,8,727.02,2022-03-13,2023-12-16,90.8775,0.377639751552795,True,2022-03,Paid Social,Gold,549.45,0.0,North
CUST-1595,7,697.7,2022-05-23,2023-10-26,99.67142857142858,0.4076628352490421,True,2022-05,Paid Social,Bronze,916.38,0.0,West
CUST-1596,12,1510.98,2022-03-13,2023-11-20,125.915,0.5902912621359223,True,2022-03,Organic,Gold,1923.84,0.0,South
CUST-1597,9,1266.14,2022-02-20,2023-12-01,140.68222222222224,0.4209230769230769,True,2022-02,Paid Social,Bronze,692.5,22.0,North
CUST-1598,16,2192.35,2022-02-17,2023-11-29,137.021875,0.7471582181259601,True,2022-02,Search,Bronze,1764.57,12.0,North
CUST-1599,16,1719.07,2022-06-04,2023-11-17,107.441875,0.9142857142857143,True,2022-06,Organic,Silver,1475.22,6.0,North
CUST-1600,13,1581.98,2022-06-24,2023-09-13,121.69076923076923,0.8841163310961968,True,2022-06,Search,Bronze,1488.69,15.0,East
CUST-1601,17,1930.6299999999999,2022-06-12,2023-10-31,113.56647058823529,1.0193293885601578,True,2022-06,Search,Bronze,946.71,12.0,West
CUST-1602,6,566.57,2022-09-26,2023-09-13,94.42833333333334,0.51671388101983,True,2022-09,Influencer,Bronze,106.42,50.0,West
CUST-1603,8,537.51,2022-06-06,2023-11-20,67.18875,0.45628517823639775,True,2022-06,Paid Social,Bronze,592.34,0.0,West
CUST-1604,6,826.4200000000001,2023-01-31,2023-11-01,137.73666666666668,0.6632727272727271,True,2023-01,Paid Social,Silver,757.71,33.0,West
CUST-1605,9,1022.29,2022-01-11,2023-11-06,113.58777777777777,0.4114285714285714,True,2022-01,Organic,Bronze,593.86,0.0,North
CUST-1606,6,1072.61,2022-09-30,2023-12-20,178.76833333333332,0.4080536912751678,True,2022-09,Paid Social,Bronze,650.09,17.0,North
CUST-1607,9,1062.8400000000001,2022-11-04,2023-12-07,118.09333333333335,0.6857142857142857,True,2022-11,Paid Social,Bronze,1346.76,0.0,South
CUST-1608,5,711.97,2023-03-07,2023-11-07,142.394,0.6178861788617885,True,2023-03,Organic,Silver,930.67,0.0,East
CUST-1609,9,959.03,2022-02-24,2023-09-15,106.55888888888889,0.4808435852372583,True,2022-02,Search,Gold,626.12,0.0,North
CUST-1610,10,1365.78,2022-01-23,2023-12-07,136.578,0.4444444444444444,True,2022-01,Search,Silver,999.3,0.0,East
CUST-1611,11,1254.5,2022-03-13,2023-11-08,114.04545454545455,0.5518151815181518,True,2022-03,Organic,Bronze,1350.54,9.0,North
CUST-1612,12,1338.5,2022-10-21,2023-10-15,111.54166666666667,1.0133333333333332,True,2022-10,Organic,Bronze,1658.02,17.0,West
CUST-1613,10,1186.91,2022-04-29,2023-09-06,118.691,0.6129032258064515,True,2022-04,Paid Social,Bronze,750.21,0.0,South
CUST-1614,3,299.44,2023-02-13,2023-11-12,99.81333333333333,0.33406593406593404,True,2023-02,Search,Bronze,155.72,0.0,East
CUST-1615,10,1111.44,2022-06-28,2023-12-09,111.144,0.5735849056603773,True,2022-06,Paid Social,Bronze,1167.76,0.0,South
CUST-1616,11,1030.16,2022-08-31,2023-11-29,93.6509090909091,0.7333333333333333,True,2022-08,Paid Social,Gold,968.04,9.0,South
CUST-1617,13,1120.33,2022-03-07,2023-08-29,86.17923076923077,0.7304990757855822,True,2022-03,Paid Social,Bronze,1395.96,0.0,North
CUST-1618,8,1007.09,2022-03-27,2023-12-06,125.88625,0.39225806451612905,True,2022-03,Organic,Gold,453.38,0.0,East
CUST-1619,12,1468.59,2022-02-16,2023-11-26,122.3825,0.562095531587057,True,2022-02,Paid Social,Bronze,1934.06,8.0,South
CUST-1620,10,748.75,2022-01-21,2023-12-08,74.875,0.4425036390101892,True,2022-01,Paid Social,Bronze,722.24,10.0,West
CUST-1621,15,1718.77,2022-04-01,2023-12-21,114.58466666666666,0.7238095238095238,True,2022-04,Search,Bronze,1548.84,0.0,West
CUST-1622,6,683.41,2023-01-19,2023-11-15,113.90166666666666,0.6059800664451827,True,2023-01,Organic,Silver,642.7,17.0,West
CUST-1623,8,1769.76,2022-02-02,2023-12-01,221.22,0.36407185628742517,True,2022-02,Paid Social,Silver,1156.07,0.0,East
CUST-1624,10,1718.24,2022-02-11,2023-11-30,171.824,0.46200607902735563,True,2022-02,Paid Social,Bronze,1785.08,0.0,North
CUST-1625,8,852.88,2022-08-07,2023-11-14,106.61,0.523010752688172,True,2022-08,Organic,Gold,726.7,12.0,South
CUST-1626,8,546.76,2022-03-22,2023-10-18,68.345,0.42222222222222217,True,2022-03,Organic,Silver,629.32,0.0,North
CUST-1627,10,2117.94,2022-02-27,2023-10-29,211.794,0.4983606557377049,True,2022-02,Paid Social,Bronze,1188.54,0.0,North
CUST-1628,8,1261.49,2022-03-13,2023-06-30,157.68625,0.512,True,2022-03,Influencer,Bronze,958.4,12.0,North
CUST-1629,9,999.71,2022-06-10,2023-12-16,111.0788888888889,0.492972972972973,True,2022-06,Influencer,Bronze,662.38,0.0,North
CUST-1630,11,1860.31,2022-06-19,2023-12-01,169.11909090909091,0.6297551789077214,True,2022-06,Organic,Gold,843.87,18.0,South
CUST-1631,8,1035.8799999999999,2022-12-21,2023-12-04,129.48499999999999,0.6968481375358165,True,2022-12,Paid Social,Bronze,856.51,0.0,West
CUST-1632,8,991.9300000000001,2022-09-02,2023-12-13,123.99125000000001,0.5196581196581196,True,2022-09,Organic,Bronze,1251.5,0.0,West
CUST-1633,11,1088.43,2022-07-07,2023-12-20,98.94818181818182,0.6285714285714286,True,2022-07,Paid Social,Bronze,701.58,0.0,North
CUST-1634,8,1142.74,2022-07-03,2023-12-21,142.8425,0.4528864059590316,True,2022-07,Search,Silver,710.9,25.0,West
CUST-1635,6,948.55,2022-03-07,2023-10-02,158.09166666666667,0.3172173913043478,True,2022-03,Paid Social,Bronze,563.09,17.0,West
CUST-1636,7,1178.4,2022-01-11,2023-12-11,168.34285714285716,0.304,True,2022-01,Organic,Bronze,1425.73,0.0,West
CUST-1637,8,1185.12,2022-02-04,2023-11-15,148.14,0.37415384615384617,True,2022-02,Organic,Bronze,1040.44,0.0,East
CUST-1638,11,1455.8,2022-07-25,2023-11-26,132.34545454545454,0.6824489795918367,True,2022-07,Paid Social,Silver,1161.31,0.0,South
CUST-1639,10,1524.47,2022-02-27,2023-10-29,152.447,0.4983606557377049,True,2022-02,Paid Social,Bronze,1676.64,0.0,East
CUST-1640,11,1303.6,2022-03-12,2023-11-10,118.5090909090909,0.5490968801313628,True,2022-03,Paid Social,Silver,1089.29,0.0,South
CUST-1641,13,1423.54,2022-02-04,2023-11-18,109.50307692307692,0.6052067381316999,True,2022-02,Organic,Bronze,1135.66,23.0,East
CUST-1642,7,824.58,2022-04-22,2023-07-25,117.79714285714286,0.4626086956521739,True,2022-04,Organic,Bronze,884.13,14.0,North
CUST-1643,13,1557.16,2022-02-04,2023-10-31,119.78153846153847,0.6223622047244094,True,2022-02,Paid Social,Gold,1218.2,8.0,North
CUST-1644,4,533.3100000000001,2022-05-09,2023-11-07,133.32750000000001,0.2218978102189781,True,2022-05,Paid Social,Bronze,713.7,0.0,North
CUST-1645,5,486.2,2022-02-17,2023-11-04,97.24,0.24281150159744405,True,2022-02,Paid Social,Bronze,411.36,0.0,East
CUST-1646,11,1334.1299999999999,2022-07-02,2023-11-26,121.28454545454544,0.6518518518518519,True,2022-07,Organic,Bronze,1243.31,0.0,South
CUST-1647,8,1378.8,2022-05-22,2023-12-01,172.35,0.43506261180679784,True,2022-05,Paid Social,Silver,1560.0,0.0,North
CUST-1648,12,1347.68,2022-01-12,2023-11-02,112.30666666666667,0.5527272727272726,True,2022-01,Organic,Silver,1118.76,0.0,West
CUST-1649,5,603.5500000000001,2022-08-23,2023-10-30,120.71000000000001,0.35023041474654376,True,2022-08,Search,Bronze,603.69,0.0,North
CUST-1650,11,924.45,2022-05-19,2023-12-01,84.0409090909091,0.5950177935943061,True,2022-05,Organic,Silver,559.54,0.0,South
CUST-1651,13,1291.66,2022-03-19,2023-11-25,99.35846153846154,0.6405186385737439,True,2022-03,Paid Social,Bronze,713.5,0.0,South
CUST-1652,7,687.04,2022-11-04,2023-11-06,98.14857142857143,0.5782608695652174,True,2022-11,Paid Social,Bronze,842.78,0.0,South
CUST-1653,10,953.81,2022-10-01,2023-10-09,95.381,0.8128342245989305,True,2022-10,Paid Social,Bronze,899.94,0.0,North
CUST-1654,4,562.62,2022-05-19,2023-08-18,140.655,0.2660831509846827,True,2022-05,Paid Social,Bronze,324.54,0.0,South
CUST-1655,9,1085.77,2022-03-19,2023-12-16,120.64111111111112,0.4288401253918495,True,2022-03,Paid Social,Bronze,1491.45,0.0,East
CUST-1656,8,1003.7,2022-01-12,2023-11-03,125.4625,0.3679273827534039,True,2022-01,Paid Social,Bronze,1007.41,12.0,North
CUST-1657,14,1610.68,2022-01-10,2023-11-13,115.04857142857144,0.6323922734026746,True,2022-01,Organic,Bronze,1807.49,7.0,West
CUST-1658,12,1768.69,2022-08-28,2023-11-21,147.39083333333335,0.8088691796008869,True,2022-08,Search,Bronze,1016.94,0.0,East
CUST-1659,11,1132.84,2022-03-08,2023-10-30,102.98545454545454,0.5554817275747508,True,2022-03,Organic,Bronze,768.35,0.0,East
CUST-1660,8,854.48,2022-08-20,2023-09-06,106.81,0.6349869451697128,True,2022-08,Search,Gold,404.53,0.0,East
CUST-1661,10,1181.1399999999999,2022-12-10,2023-12-16,118.11399999999999,0.8172043010752688,True,2022-12,Paid Social,Bronze,991.68,10.0,South
CUST-1662,8,1254.6000000000001,2022-01-29,2023-12-09,156.82500000000002,0.35764705882352943,True,2022-01,Organic,Bronze,1046.88,0.0,West
CUST-1663,8,1442.28,2022-03-14,2023-09-22,180.285,0.43584229390681006,True,2022-03,Search,Bronze,1407.69,0.0,North
CUST-1664,5,737.65,2022-03-14,2023-09-08,147.53,0.27941176470588236,True,2022-03,Paid Social,Silver,647.79,0.0,South
CUST-1665,2,171.25,2023-06-25,2023-12-16,85.625,0.3474285714285714,True,2023-06,Search,Bronze,217.64,0.0,South
CUST-1666,7,1085.13,2022-01-03,2023-11-16,155.01857142857145,0.31156661786237183,True,2022-01,Search,Silver,1151.39,0.0,East
CUST-1667,13,2153.05,2022-04-10,2023-11-21,165.6192307692308,0.6686971235194584,True,2022-04,Organic,Silver,2218.34,8.0,East
CUST-1668,17,1920.49,2022-01-03,2023-09-27,112.97,0.8164296998420221,True,2022-01,Paid Social,Silver,1341.92,6.0,North
CUST-1669,12,1177.83,2022-06-10,2023-11-16,98.15249999999999,0.6948571428571428,True,2022-06,Paid Social,Gold,1218.17,0.0,East
CUST-1670,12,1128.6599999999999,2022-05-16,2023-12-10,94.05499999999999,0.6355400696864112,True,2022-05,Influencer,Bronze,808.3,25.0,West
