CustomerID,AcqChannel,Device,MacroRegion,MicroZone,PrimaryGoal,LoyaltyTier,RewardPoints,ProjectedLTV,CustomerReturnRatePct
CUST-1460,Search,Android App,West,Zone-2,Endurance,Bronze,462,1108.45,0.0
CUST-1461,Paid Social,Android App,West,Zone-4,General Health,Bronze,528,740.91,10.0
CUST-1462,Paid Social,iOS App,West,Zone-6,General Health,Gold,263,817.63,0.0
CUST-1463,Paid Social,iOS App,East,Zone-4,General Health,Bronze,2359,1951.7,0.0
CUST-1464,Paid Social,Android App,South,Zone-6,General Health,Bronze,4820,458.91,0.0
CUST-1465,Paid Social,Android App,East,Zone-3,General Health,Bronze,1102,1496.88,9.0
CUST-1466,Organic,iOS App,East,Zone-4,General Health,Bronze,2952,1012.54,0.0
CUST-1467,Paid Social,Android App,East,Zone-7,General Health,Silver,2323,1570.22,17.0
CUST-1468,Paid Social,Android App,East,Zone-7,Endurance,Bronze,1439,882.94,0.0
CUST-1469,Influencer,iOS App,East,Zone-1,Endurance,Bronze,1573,923.49,24.0
CUST-1470,Organic,iOS App,East,Zone-7,General Health,Bronze,3687,780.47,0.0
CUST-1471,Search,Android App,North,Zone-5,Endurance,Bronze,543,1414.69,0.0
CUST-1472,Paid Social,iOS App,West,Zone-8,Weight Loss,Bronze,31,919.5,0.0
CUST-1473,Organic,Android App,East,Zone-8,Muscle Gain,Gold,804,850.87,0.0
CUST-1474,Paid Social,Desktop,West,Zone-8,General Health,Bronze,1294,408.41,0.0
CUST-1475,Search,Desktop,West,Zone-4,Endurance,Bronze,2240,727.99,0.0
CUST-1476,Paid Social,Android App,South,Zone-9,Endurance,Bronze,1240,748.47,9.0
CUST-1477,Influencer,Mobile Web,North,Zone-5,Muscle Gain,Gold,4393,866.11,14.0
CUST-1478,Organic,iOS App,East,Zone-7,Weight Loss,Bronze,2445,1300.97,0.0
CUST-1479,Paid Social,iOS App,East,Zone-7,Endurance,Silver,3393,956.84,0.0
CUST-1480,Paid Social,iOS App,South,Zone-3,Weight Loss,Silver,2656,1683.15,0.0
CUST-1481,Paid Social,iOS App,West,Zone-5,General Health,Bronze,4385,1236.23,8.0
CUST-1482,Search,Mobile Web,North,Zone-2,Endurance,Bronze,852,718.35,0.0
CUST-1483,Organic,Android App,South,Zone-2,Weight Loss,Bronze,2322,749.01,0.0
CUST-1484,Paid Social,Desktop,North,Zone-7,Muscle Gain,Bronze,438,1195.34,0.0
CUST-1485,Organic,Android App,South,Zone-2,General Health,Silver,317,999.78,0.0
CUST-1486,Organic,iOS App,West,Zone-9,Muscle Gain,Bronze,3006,752.15,8.0
CUST-1487,Organic,Android App,South,Zone-6,Endurance,Bronze,2008,693.46,0.0
CUST-1488,Search,iOS App,East,Zone-8,General Health,Bronze,3692,1360.7,8.0
CUST-1489,Paid Social,iOS App,East,Zone-8,Endurance,Bronze,2739,598.41,0.0
CUST-1490,Influencer,iOS App,East,Zone-6,Weight Loss,Bronze,1118,376.27,30.0
CUST-1491,Influencer,Desktop,East,Zone-3,Weight Loss,Silver,2500,638.33,29.0
CUST-1492,Paid Social,iOS App,South,Zone-3,Endurance,Bronze,448,386.44,12.0
CUST-1493,Paid Social,Android App,East,Zone-1,Endurance,Bronze,4797,1748.07,0.0
CUST-1494,Paid Social,iOS App,North,Zone-5,Weight Loss,Bronze,1882,742.92,0.0
CUST-1495,Paid Social,Mobile Web,East,Zone-2,General Health,Bronze,1262,1339.36,0.0
CUST-1496,Paid Social,iOS App,South,Zone-8,Weight Loss,Silver,2729,629.94,0.0
CUST-1497,Paid Social,Mobile Web,North,Zone-2,General Health,Gold,1663,460.94,0.0
CUST-1498,Organic,Android App,East,Zone-5,General Health,Bronze,2235,736.51,0.0
CUST-1499,Influencer,iOS App,East,Zone-7,Endurance,Gold,3961,788.14,18.0
CUST-1500,Paid Social,Mobile Web,West,Zone-2,Endurance,Bronze,246,1090.61,0.0
CUST-1501,Paid Social,Android App,West,Zone-1,Muscle Gain,Bronze,1509,803.58,0.0
CUST-1502,Search,iOS App,South,Zone-5,Endurance,Gold,3835,1213.13,0.0
CUST-1503,Search,Android App,East,Zone-5,General Health,Bronze,1048,754.44,0.0
CUST-1504,Search,Mobile Web,South,Zone-3,Weight Loss,Silver,2475,967.59,0.0
CUST-1505,Search,iOS App,East,Zone-4,Endurance,Bronze,871,2071.21,0.0
CUST-1506,Organic,Android App,North,Zone-5,Muscle Gain,Silver,2220,546.67,9.0
CUST-1507,Paid Social,Desktop,East,Zone-6,General Health,Bronze,2083,1994.74,0.0
CUST-1508,Paid Social,Android App,East,Zone-5,Endurance,Silver,1413,1093.56,0.0
CUST-1509,Organic,Mobile Web,South,Zone-7,Endurance,Bronze,776,815.95,18.0
CUST-1510,Search,Android App,West,Zone-4,Weight Loss,Bronze,4121,1940.77,0.0
CUST-1511,Influencer,Android App,North,Zone-5,Endurance,Bronze,736,318.57,20.0
CUST-1512,Paid Social,iOS App,North,Zone-5,Endurance,Bronze,1683,769.45,8.0
CUST-1513,Paid Social,iOS App,South,Zone-4,Muscle Gain,Bronze,4658,791.7,0.0
CUST-1514,Organic,iOS App,East,Zone-9,General Health,Bronze,1286,1078.39,0.0
CUST-1515,Organic,Android App,South,Zone-9,Weight Loss,Silver,4920,1424.26,0.0
CUST-1516,Search,Android App,North,Zone-2,General Health,Bronze,1782,1199.93,6.0
CUST-1517,Influencer,Android App,East,Zone-9,Endurance,Bronze,4122,461.04,12.0
CUST-1518,Organic,Mobile Web,West,Zone-4,Endurance,Bronze,607,1198.94,0.0
CUST-1519,Organic,iOS App,East,Zone-7,General Health,Bronze,2501,1685.11,0.0
CUST-1520,Paid Social,iOS App,East,Zone-5,General Health,Bronze,2845,1289.95,14.0
CUST-1521,Influencer,iOS App,East,Zone-2,Weight Loss,Silver,2816,400.46,22.0
CUST-1522,Organic,Desktop,South,Zone-5,General Health,Bronze,4697,978.38,0.0
CUST-1523,Search,iOS App,East,Zone-6,Endurance,Bronze,4714,452.94,0.0
CUST-1524,Paid Social,Desktop,South,Zone-7,Weight Loss,Gold,3218,1243.41,9.0
CUST-1525,Paid Social,Mobile Web,South,Zone-2,Muscle Gain,Bronze,12,654.0,0.0
CUST-1526,Paid Social,Desktop,East,Zone-7,Weight Loss,Silver,2152,656.22,0.0
CUST-1527,Organic,iOS App,North,Zone-2,General Health,Bronze,3859,1657.24,0.0
CUST-1528,Organic,iOS App,North,Zone-3,Muscle Gain,Bronze,1519,721.18,0.0
CUST-1529,Paid Social,iOS App,North,Zone-9,Weight Loss,Silver,2825,712.75,8.0
CUST-1530,Paid Social,Desktop,North,Zone-6,Endurance,Bronze,3198,815.51,9.0
CUST-1531,Search,Android App,East,Zone-9,General Health,Gold,4523,1480.78,8.0
CUST-1532,Organic,iOS App,North,Zone-5,Endurance,Bronze,2252,389.19,0.0
CUST-1533,Organic,iOS App,East,Zone-8,Weight Loss,Bronze,4784,611.18,0.0
CUST-1534,Organic,iOS App,North,Zone-4,General Health,Bronze,892,1090.46,8.0
CUST-1535,Paid Social,Android App,North,Zone-7,General Health,Gold,3862,1046.23,0.0
CUST-1536,Paid Social,Desktop,East,Zone-6,Muscle Gain,Bronze,4210,1749.01,11.0
CUST-1537,Paid Social,Android App,South,Zone-5,Weight Loss,Bronze,4744,598.93,17.0
CUST-1538,Organic,iOS App,North,Zone-9,Endurance,Bronze,4397,517.14,0.0
CUST-1539,Organic,Android App,North,Zone-1,Muscle Gain,Silver,457,832.8,0.0
CUST-1540,Search,Android App,South,Zone-6,Muscle Gain,Bronze,2454,668.73,8.0
CUST-1541,Organic,Mobile Web,East,Zone-8,Weight Loss,Silver,589,997.24,0.0
CUST-1542,Paid Social,iOS App,North,Zone-9,Muscle Gain,Bronze,1393,380.77,0.0
CUST-1543,Search,iOS App,South,Zone-3,Endurance,Silver,4796,1880.31,11.0
CUST-1544,Organic,iOS App,East,Zone-5,Muscle Gain,Silver,3592,1051.02,8.0
CUST-1545,Organic,Android App,North,Zone-9,Weight Loss,Bronze,3692,602.76,0.0
CUST-1546,Organic,iOS App,South,Zone-5,General Health,Bronze,3023,995.08,0.0
CUST-1547,Search,iOS App,East,Zone-1,General Health,Silver,4213,476.14,0.0
CUST-1548,Organic,iOS App,West,Zone-8,Weight Loss,Bronze,1308,535.58,0.0
CUST-1549,Organic,iOS App,East,Zone-9,Weight Loss,Bronze,1022,552.48,0.0
CUST-1550,Search,iOS App,North,Zone-3,General Health,Silver,1599,554.89,0.0
CUST-1551,Organic,Desktop,West,Zone-5,Endurance,Silver,3425,876.32,0.0
CUST-1552,Organic,iOS App,North,Zone-9,General Health,Bronze,3648,314.85,0.0
CUST-1553,Paid Social,Android App,East,Zone-6,Endurance,Silver,4181,748.81,0.0
CUST-1554,Organic,iOS App,West,Zone-8,General Health,Bronze,4091,595.04,0.0
CUST-1555,Paid Social,Desktop,South,Zone-3,Endurance,Gold,2604,1072.81,0.0
CUST-1556,Search,Android App,East,Zone-6,General Health,Bronze,3490,3137.57,6.0
CUST-1557,Paid Social,Desktop,East,Zone-8,General Health,Gold,3877,1752.1,6.0
CUST-1558,Paid Social,iOS App,East,Zone-6,General Health,Bronze,254,1057.77,0.0
CUST-1559,Paid Social,Desktop,West,Zone-6,General Health,Gold,4954,2138.18,6.0
CUST-1560,Paid Social,iOS App,West,Zone-9,Endurance,Bronze,1301,644.02,0.0
CUST-1561,Organic,iOS App,North,Zone-3,General Health,Bronze,3280,781.25,0.0
CUST-1562,Paid Social,iOS App,East,Zone-5,Muscle Gain,Bronze,4181,1642.93,6.0
CUST-1563,Organic,iOS App,East,Zone-4,Muscle Gain,Silver,4030,1167.84,12.0
CUST-1564,Influencer,Android App,North,Zone-8,Endurance,Bronze,3257,1640.2,8.0
CUST-1565,Paid Social,iOS App,West,Zone-1,Weight Loss,Bronze,4929,592.81,12.0
CUST-1566,Search,iOS App,North,Zone-3,Endurance,Silver,3980,848.14,0.0
CUST-1567,Search,Android App,East,Zone-3,Weight Loss,Bronze,2015,483.89,0.0
CUST-1568,Paid Social,Android App,West,Zone-2,General Health,Bronze,4835,547.95,12.0
CUST-1569,Organic,Android App,West,Zone-2,Muscle Gain,Bronze,4921,1487.97,0.0
CUST-1570,Organic,iOS App,East,Zone-1,Endurance,Silver,1399,2203.17,17.0
CUST-1571,Paid Social,iOS App,East,Zone-2,Weight Loss,Bronze,3710,833.12,0.0
CUST-1572,Paid Social,iOS App,East,Zone-9,General Health,Bronze,4204,883.57,7.0
CUST-1573,Paid Social,Android App,East,Zone-2,Muscle Gain,Silver,743,873.74,10.0
CUST-1574,Paid Social,iOS App,South,Zone-8,Endurance,Bronze,1692,1387.73,0.0
CUST-1575,Paid Social,iOS App,South,Zone-1,Muscle Gain,Bronze,3717,525.61,0.0
CUST-1576,Influencer,iOS App,West,Zone-8,Muscle Gain,Bronze,2720,518.78,11.0
CUST-1577,Organic,iOS App,South,Zone-7,Muscle Gain,Bronze,1497,549.62,0.0
CUST-1578,Influencer,Desktop,North,Zone-3,Weight Loss,Gold,1885,420.89,33.0
CUST-1579,Organic,Mobile Web,East,Zone-2,Muscle Gain,Bronze,267,463.55,0.0
CUST-1580,Search,Android App,South,Zone-5,Weight Loss,Silver,1931,657.01,0.0
CUST-1581,Paid Social,Android App,West,Zone-2,Weight Loss,Bronze,274,772.29,0.0
CUST-1582,Organic,Android App,South,Zone-6,Weight Loss,Silver,2555,631.16,0.0
CUST-1583,Organic,iOS App,East,Zone-6,Weight Loss,Silver,2312,785.89,0.0
CUST-1584,Organic,Android App,South,Zone-3,General Health,Gold,1360,680.5,20.0
CUST-1585,Paid Social,Mobile Web,West,Zone-6,Muscle Gain,Gold,4084,1153.98,0.0
CUST-1586,Paid Social,Mobile Web,South,Zone-3,Endurance,Bronze,1051,1265.98,10.0
CUST-1587,Paid Social,iOS App,North,Zone-9,Muscle Gain,Bronze,4172,488.84,0.0
CUST-1588,Search,Android App,East,Zone-1,Weight Loss,Bronze,2473,1588.19,0.0
CUST-1589,Paid Social,Android App,East,Zone-6,Muscle Gain,Gold,3783,1605.9,0.0
CUST-1590,Search,Mobile Web,East,Zone-6,Weight Loss,Bronze,3248,1700.4,0.0
CUST-1591,Search,Desktop,North,Zone-5,Muscle Gain,Bronze,582,843.01,12.0
CUST-1592,Search,Desktop,South,Zone-2,General Health,Silver,3627,1215.47,0.0
CUST-1593,Organic,Mobile Web,East,Zone-1,General Health,Silver,4658,558.8,0.0
CUST-1594,Paid Social,Android App,North,Zone-3,General Health,Gold,186,549.45,0.0
CUST-1595,Paid Social,Desktop,West,Zone-9,Muscle Gain,Bronze,1049,916.38,0.0
CUST-1596,Organic,Android App,South,Zone-7,Weight Loss,Gold,92,1923.84,0.0
CUST-1597,Paid Social,iOS App,North,Zone-4,Muscle Gain,Bronze,4793,692.5,22.0
CUST-1598,Search,iOS App,North,Zone-5,Weight Loss,Bronze,3791,1764.57,12.0
CUST-1599,Organic,Mobile Web,North,Zone-5,Muscle Gain,Silver,4243,1475.22,6.0
CUST-1600,Search,Desktop,East,Zone-9,Muscle Gain,Bronze,2262,1488.69,15.0
CUST-1601,Search,Android App,West,Zone-3,Endurance,Bronze,422,946.71,12.0
CUST-1602,Influencer,Mobile Web,West,Zone-8,Muscle Gain,Bronze,4566,106.42,50.0
CUST-1603,Paid Social,Mobile Web,West,Zone-2,Weight Loss,Bronze,4130,592.34,0.0
CUST-1604,Paid Social,iOS App,West,Zone-4,General Health,Silver,609,757.71,33.0
CUST-1605,Organic,iOS App,North,Zone-1,General Health,Bronze,2652,593.86,0.0
CUST-1606,Paid Social,iOS App,North,Zone-2,Muscle Gain,Bronze,4288,650.09,17.0
CUST-1607,Paid Social,iOS App,South,Zone-9,Weight Loss,Bronze,4736,1346.76,0.0
CUST-1608,Organic,Desktop,East,Zone-8,Muscle Gain,Silver,3779,930.67,0.0
CUST-1609,Search,Desktop,North,Zone-3,General Health,Gold,1416,626.12,0.0
CUST-1610,Search,Desktop,East,Zone-1,General Health,Silver,175,999.3,0.0
CUST-1611,Organic,iOS App,North,Zone-2,General Health,Bronze,3547,1350.54,9.0
CUST-1612,Organic,Android App,West,Zone-6,Muscle Gain,Bronze,3272,1658.02,17.0
CUST-1613,Paid Social,Android App,South,Zone-9,General Health,Bronze,266,750.21,0.0
CUST-1614,Search,Android App,East,Zone-5,Endurance,Bronze,4310,155.72,0.0
CUST-1615,Paid Social,Mobile Web,South,Zone-5,General Health,Bronze,3329,1167.76,0.0
CUST-1616,Paid Social,Desktop,South,Zone-7,Muscle Gain,Gold,2709,968.04,9.0
CUST-1617,Paid Social,iOS App,North,Zone-3,Endurance,Bronze,518,1395.96,0.0
CUST-1618,Organic,iOS App,East,Zone-7,Endurance,Gold,3865,453.38,0.0
CUST-1619,Paid Social,Android App,South,Zone-4,Muscle Gain,Bronze,3365,1934.06,8.0
CUST-1620,Paid Social,Desktop,West,Zone-3,Endurance,Bronze,4074,722.24,10.0
CUST-1621,Search,iOS App,West,Zone-7,Weight Loss,Bronze,4238,1548.84,0.0
CUST-1622,Organic,Android App,West,Zone-1,Endurance,Silver,3694,642.7,17.0
CUST-1623,Paid Social,Mobile Web,East,Zone-8,General Health,Silver,3022,1156.07,0.0
CUST-1624,Paid Social,iOS App,North,Zone-6,Endurance,Bronze,4296,1785.08,0.0
CUST-1625,Organic,Mobile Web,South,Zone-5,Muscle Gain,Gold,4228,726.7,12.0
CUST-1626,Organic,Desktop,North,Zone-6,General Health,Silver,3652,629.32,0.0
CUST-1627,Paid Social,Desktop,North,Zone-2,Weight Loss,Bronze,938,1188.54,0.0
CUST-1628,Influencer,iOS App,North,Zone-1,Weight Loss,Bronze,1728,958.4,12.0
CUST-1629,Influencer,iOS App,North,Zone-7,Endurance,Bronze,2505,662.38,0.0
CUST-1630,Organic,Mobile Web,South,Zone-6,Endurance,Gold,1849,843.87,18.0
CUST-1631,Paid Social,Android App,West,Zone-9,Weight Loss,Bronze,576,856.51,0.0
CUST-1632,Organic,iOS App,West,Zone-3,Endurance,Bronze,4431,1251.5,0.0
CUST-1633,Paid Social,Android App,North,Zone-4,Endurance,Bronze,2892,701.58,0.0
CUST-1634,Search,Desktop,West,Zone-4,Endurance,Silver,2791,710.9,25.0
CUST-1635,Paid Social,Android App,West,Zone-7,Endurance,Bronze,2930,563.09,17.0
CUST-1636,Organic,Android App,West,Zone-4,General Health,Bronze,1390,1425.73,0.0
CUST-1637,Organic,Android App,East,Zone-9,Muscle Gain,Bronze,2985,1040.44,0.0
CUST-1638,Paid Social,iOS App,South,Zone-9,General Health,Silver,4425,1161.31,0.0
CUST-1639,Paid Social,iOS App,East,Zone-2,Weight Loss,Bronze,3812,1676.64,0.0
CUST-1640,Paid Social,iOS App,South,Zone-7,Endurance,Silver,4632,1089.29,0.0
CUST-1641,Organic,Android App,East,Zone-2,Endurance,Bronze,1883,1135.66,23.0
CUST-1642,Organic,iOS App,North,Zone-4,Weight Loss,Bronze,2618,884.13,14.0
CUST-1643,Paid Social,iOS App,North,Zone-6,General Health,Gold,3534,1218.2,8.0
CUST-1644,Paid Social,Desktop,North,Zone-5,Endurance,Bronze,1221,713.7,0.0
CUST-1645,Paid Social,iOS App,East,Zone-6,Endurance,Bronze,2603,411.36,0.0
CUST-1646,Organic,iOS App,South,Zone-1,Weight Loss,Bronze,4371,1243.31,0.0
CUST-1647,Paid Social,Desktop,North,Zone-1,Muscle Gain,Silver,2786,1560.0,0.0
CUST-1648,Organic,Android App,West,Zone-9,Muscle Gain,Silver,4657,1118.76,0.0
CUST-1649,Search,Android App,North,Zone-2,Muscle Gain,Bronze,1164,603.69,0.0
CUST-1650,Organic,Desktop,South,Zone-8,Endurance,Silver,4807,559.54,0.0
CUST-1651,Paid Social,Android App,South,Zone-7,General Health,Bronze,4022,713.5,0.0
CUST-1652,Paid Social,Android App,South,Zone-4,General Health,Bronze,3801,842.78,0.0
CUST-1653,Paid Social,Desktop,North,Zone-5,Endurance,Bronze,3890,899.94,0.0
CUST-1654,Paid Social,Android App,South,Zone-6,Muscle Gain,Bronze,2968,324.54,0.0
CUST-1655,Paid Social,iOS App,East,Zone-8,General Health,Bronze,4341,1491.45,0.0
CUST-1656,Paid Social,iOS App,North,Zone-5,Weight Loss,Bronze,4373,1007.41,12.0
CUST-1657,Organic,Desktop,West,Zone-6,Weight Loss,Bronze,2680,1807.49,7.0
CUST-1658,Search,iOS App,East,Zone-6,General Health,Bronze,1992,1016.94,0.0
CUST-1659,Organic,Mobile Web,East,Zone-6,Endurance,Bronze,671,768.35,0.0
CUST-1660,Search,Android App,East,Zone-5,Endurance,Gold,1397,404.53,0.0
CUST-1661,Paid Social,Mobile Web,South,Zone-5,Weight Loss,Bronze,1462,991.68,10.0
CUST-1662,Organic,iOS App,West,Zone-7,General Health,Bronze,2631,1046.88,0.0
CUST-1663,Search,iOS App,North,Zone-5,General Health,Bronze,1588,1407.69,0.0
CUST-1664,Paid Social,Android App,South,Zone-2,General Health,Silver,1363,647.79,0.0
CUST-1665,Search,iOS App,South,Zone-4,General Health,Bronze,3738,217.64,0.0
CUST-1666,Search,iOS App,East,Zone-8,Weight Loss,Silver,2424,1151.39,0.0
CUST-1667,Organic,Desktop,East,Zone-2,Weight Loss,Silver,32,2218.34,8.0
CUST-1668,Paid Social,Android App,North,Zone-5,Muscle Gain,Silver,3920,1341.92,6.0
CUST-1669,Paid Social,Mobile Web,East,Zone-2,Weight Loss,Gold,44,1218.17,0.0
CUST-1670,Influencer,iOS App,West,Zone-7,Muscle Gain,Bronze,249,808.3,25.0
CUST-1671,Paid Social,Android App,West,Zone-9,Weight Loss,Bronze,2478,944.4,0.0
CUST-1672,Organic,Android App,East,Zone-4,Muscle Gain,Bronze,1969,1545.06,0.0
CUST-1673,Influencer,Desktop,West,Zone-3,Weight Loss,Silver,4523,680.15,14.0
CUST-1674,Influencer,Android App,East,Zone-7,Endurance,Bronze,3345,223.58,50.0
CUST-1675,Paid Social,Mobile Web,South,Zone-7,Endurance,Bronze,3124,940.87,10.0
CUST-1676,Organic,Desktop,East,Zone-5,Endurance,Bronze,1560,397.78,0.0
CUST-1677,Organic,iOS App,East,Zone-1,Muscle Gain,Bronze,3674,980.07,10.0
CUST-1678,Paid Social,Desktop,South,Zone-4,Weight Loss,Bronze,2867,831.52,17.0
CUST-1679,Paid Social,iOS App,South,Zone-8,General Health,Silver,4272,658.4,14.0
CUST-1680,Search,iOS App,South,Zone-1,General Health,Bronze,3565,1181.84,11.0
CUST-1681,Paid Social,Android App,North,Zone-9,Endurance,Bronze,4737,1208.35,0.0
CUST-1682,Paid Social,iOS App,South,Zone-3,Endurance,Silver,1648,2161.8,0.0
CUST-1683,Paid Social,Android App,South,Zone-8,Muscle Gain,Silver,3445,2412.6,0.0
CUST-1684,Paid Social,Android App,West,Zone-4,Weight Loss,Bronze,1750,662.71,0.0
CUST-1685,Paid Social,iOS App,South,Zone-7,General Health,Bronze,4408,778.79,0.0
CUST-1686,Paid Social,Mobile Web,South,Zone-6,Weight Loss,Bronze,2064,1647.78,9.0
CUST-1687,Paid Social,iOS App,West,Zone-9,General Health,Silver,3396,1006.42,0.0
CUST-1688,Paid Social,iOS App,South,Zone-9,General Health,Bronze,3565,763.65,0.0
CUST-1689,Paid Social,iOS App,West,Zone-8,Weight Loss,Bronze,1903,839.73,0.0
CUST-1690,Paid Social,Desktop,North,Zone-7,General Health,Silver,2852,1120.33,8.0
CUST-1691,Search,iOS App,South,Zone-3,Weight Loss,Bronze,1723,752.78,17.0
CUST-1692,Organic,Desktop,South,Zone-5,General Health,Silver,192,1564.21,10.0
CUST-1693,Paid Social,Desktop,East,Zone-2,General Health,Bronze,3434,1024.18,9.0
CUST-1694,Paid Social,iOS App,East,Zone-2,General Health,Bronze,2753,925.3,10.0
CUST-1695,Organic,Desktop,West,Zone-5,Endurance,Bronze,641,1565.85,9.0
CUST-1696,Organic,Mobile Web,West,Zone-9,Endurance,Bronze,4177,762.27,0.0
CUST-1697,Influencer,iOS App,West,Zone-6,Muscle Gain,Bronze,2768,483.27,27.0
CUST-1698,Paid Social,Android App,South,Zone-3,Endurance,Bronze,4994,1497.97,8.0
CUST-1699,Search,Desktop,South,Zone-5,Endurance,Bronze,4487,1061.27,8.0
CUST-1700,Search,Android App,West,Zone-6,Muscle Gain,Gold,3146,1827.59,0.0
CUST-1701,Organic,iOS App,East,Zone-4,Endurance,Silver,1584,1011.83,11.0
CUST-1702,Paid Social,iOS App,South,Zone-5,General Health,Silver,543,1034.41,9.0
CUST-1703,Paid Social,iOS App,South,Zone-9,Weight Loss,Bronze,4197,1848.73,0.0
CUST-1704,Search,Android App,South,Zone-6,Muscle Gain,Bronze,3398,489.69,0.0
CUST-1705,Organic,Android App,East,Zone-9,Weight Loss,Bronze,3182,1357.17,0.0
CUST-1706,Paid Social,Android App,East,Zone-6,General Health,Bronze,36,717.95,0.0
CUST-1707,Paid Social,Desktop,East,Zone-8,Endurance,Bronze,4413,752.47,0.0
CUST-1708,Paid Social,iOS App,West,Zone-4,Muscle Gain,Bronze,1792,496.67,20.0
CUST-1709,Organic,Android App,East,Zone-9,Weight Loss,Bronze,2685,626.92,0.0
CUST-1710,Organic,Android App,West,Zone-9,General Health,Bronze,1123,808.1,0.0
CUST-1711,Organic,Mobile Web,North,Zone-3,Weight Loss,Bronze,4392,538.94,0.0
CUST-1712,Search,iOS App,South,Zone-5,Endurance,Bronze,789,1521.59,0.0
CUST-1713,Search,Mobile Web,South,Zone-5,General Health,Silver,2285,351.0,0.0
CUST-1714,Paid Social,iOS App,North,Zone-9,Endurance,Bronze,2990,1230.27,6.0
CUST-1715,Paid Social,iOS App,East,Zone-3,Weight Loss,Bronze,818,492.23,11.0
CUST-1716,Organic,Android App,West,Zone-9,Endurance,Silver,3074,2202.19,0.0
CUST-1717,Paid Social,Android App,East,Zone-4,Endurance,Silver,1719,1210.36,9.0
CUST-1718,Organic,Desktop,East,Zone-4,General Health,Bronze,1678,766.84,23.0
CUST-1719,Paid Social,Desktop,South,Zone-3,Endurance,Bronze,2767,1132.5,17.0
CUST-1720,Search,Mobile Web,North,Zone-2,Weight Loss,Gold,4707,554.07,0.0
CUST-1721,Influencer,iOS App,West,Zone-8,Muscle Gain,Bronze,2326,671.95,8.0
CUST-1722,Paid Social,Mobile Web,North,Zone-2,Endurance,Bronze,2819,969.56,0.0
CUST-1723,Search,iOS App,South,Zone-7,General Health,Bronze,4888,2327.34,0.0
CUST-1724,Influencer,Mobile Web,East,Zone-5,Weight Loss,Silver,326,505.54,12.0
CUST-1725,Influencer,iOS App,East,Zone-2,Muscle Gain,Bronze,1977,1106.12,41.0
CUST-1726,Organic,Desktop,South,Zone-8,Endurance,Gold,3009,1237.92,9.0
CUST-1727,Search,Desktop,South,Zone-8,Endurance,Bronze,4915,820.17,0.0
CUST-1728,Paid Social,Desktop,North,Zone-8,Weight Loss,Silver,467,398.67,11.0
CUST-1729,Search,Android App,East,Zone-1,Endurance,Bronze,166,1817.8,0.0
CUST-1730,Paid Social,iOS App,North,Zone-5,General Health,Bronze,1662,1126.44,0.0
CUST-1731,Organic,iOS App,East,Zone-2,Weight Loss,Gold,3935,1183.42,0.0
CUST-1732,Influencer,Desktop,North,Zone-1,Muscle Gain,Bronze,382,78.44,50.0
CUST-1733,Organic,Desktop,South,Zone-2,Endurance,Bronze,1882,741.58,0.0
CUST-1734,Influencer,iOS App,West,Zone-6,Endurance,Bronze,4153,1012.12,25.0
CUST-1735,Influencer,iOS App,West,Zone-1,Muscle Gain,Silver,3588,313.46,40.0
CUST-1736,Paid Social,Mobile Web,East,Zone-8,Endurance,Bronze,1524,1949.75,0.0
CUST-1737,Paid Social,Desktop,West,Zone-3,Weight Loss,Silver,522,698.5,33.0
CUST-1738,Organic,Android App,South,Zone-4,Weight Loss,Gold,1277,678.5,0.0
CUST-1739,Organic,Android App,West,Zone-7,Endurance,Gold,4026,887.47,7.0
CUST-1740,Paid Social,Android App,South,Zone-1,Weight Loss,Bronze,2608,921.49,22.0
CUST-1741,Paid Social,Mobile Web,East,Zone-2,Muscle Gain,Silver,527,1084.04,0.0
CUST-1742,Search,Android App,East,Zone-7,General Health,Bronze,2277,855.6,0.0
CUST-1743,Organic,Android App,East,Zone-8,Endurance,Bronze,3974,1206.58,10.0
CUST-1744,Organic,Mobile Web,North,Zone-1,General Health,Silver,188,1732.16,0.0
CUST-1745,Organic,iOS App,South,Zone-7,Weight Loss,Bronze,4577,1400.29,0.0
CUST-1746,Influencer,Android App,North,Zone-2,Muscle Gain,Bronze,4344,1785.47,6.0
CUST-1747,Organic,iOS App,East,Zone-8,Muscle Gain,Bronze,4865,1620.66,0.0
CUST-1748,Search,Android App,North,Zone-1,General Health,Silver,4653,1013.54,0.0
CUST-1749,Organic,iOS App,South,Zone-3,Weight Loss,Bronze,420,1098.68,0.0
CUST-1750,Search,Android App,South,Zone-4,Endurance,Bronze,2382,1212.32,15.0
CUST-1751,Organic,Desktop,West,Zone-1,Muscle Gain,Bronze,4570,671.92,0.0
CUST-1752,Influencer,iOS App,East,Zone-7,Endurance,Bronze,1617,57.92,67.0
CUST-1753,Paid Social,Desktop,West,Zone-8,Endurance,Bronze,1028,1511.4,15.0
CUST-1754,Paid Social,iOS App,West,Zone-8,Endurance,Silver,3009,1540.23,0.0
CUST-1755,Paid Social,Android App,South,Zone-1,Endurance,Silver,2231,1297.24,0.0
CUST-1756,Paid Social,Mobile Web,South,Zone-1,Endurance,Bronze,3592,1299.49,0.0
CUST-1757,Paid Social,Desktop,East,Zone-7,General Health,Bronze,454,1160.55,0.0
CUST-1758,Organic,Android App,East,Zone-9,Muscle Gain,Bronze,4831,969.96,25.0
